id;nom;prenom;ville;email;telephone;specialite;structure;rpps_id;organisation;accepte_nouveau_patient;titre
dfe8a45d-1122-361c-bf96-fffae0d385f2;Fournier;Bernard;Thierry-les-Bains;Bernard.Fournier@hotmail.fr;+33 8 02 69 97 34;5;a51a0543-ee80-3515-81ab-2504ec194c09;51707070736;0;1;Dr.
a7cc5d8f-360c-3334-a992-6e9008c07c47;Gautier;Adrien;Etienne;Adrien.Gautier@orange.fr;+33 (0)5 44 24 38 22;5;a51a0543-ee80-3515-81ab-2504ec194c09;44970330413;0;1;Dr.
e5f6cdd3-e9de-3c30-84b9-2d431c0d853f;Pelletier;Michelle;Boutin-les-Bains;Michelle.Pelletier@wanadoo.fr;01 57 96 73 69;3;a51a0543-ee80-3515-81ab-2504ec194c09;95929491285;0;1;Dr.
623b83ab-46b9-3cf3-8e04-3bb514cb059f;Lucas;Gilbert;Leconte-la-Forêt;Gilbert.Lucas@live.com;+33 (0)9 31 70 40 84;1;a51a0543-ee80-3515-81ab-2504ec194c09;74406403094;0;1;Dr.
7c57a60f-936a-3b48-884b-dd00fa4f3e0f;Perrier;Anouk;Bernard;Anouk.Perrier@dbmail.com;0929092296;5;a51a0543-ee80-3515-81ab-2504ec194c09;19939268989;0;1;Dr.
a5c30f27-6100-373f-b291-df93927b5899;Besson;Susan;Gillet-la-Forêt;Susan.Besson@sfr.fr;01 05 65 13 02;1;fe6e7644-9e58-3b57-9734-f201766d4d75;64205390414;0;1;Dr.
95b1d811-22c6-3c4e-94fb-69dc3bd0522a;Hamel;Paulette;BriandBourg;Paulette.Hamel@free.fr;0115534998;2;fe6e7644-9e58-3b57-9734-f201766d4d75;15867869994;0;1;Dr.
33448c5c-ba4f-366b-88f4-95aec59b982d;Leclerc;Louis;Francois;Louis.Leclerc@noos.fr;0653433149;5;fe6e7644-9e58-3b57-9734-f201766d4d75;54007589044;0;1;Dr.
c813bddb-147b-3579-820d-cd58b28adac0;Fabre;Anouk;Delmas;Anouk.Fabre@live.com;+33 (0)5 98 57 53 80;4;fe6e7644-9e58-3b57-9734-f201766d4d75;80807841638;0;1;Dr.
1d27091f-5a24-312c-a594-5102f5576306;Leleu;Isaac;CharpentierVille;Isaac.Leleu@tele2.fr;02 94 90 32 21;4;fe6e7644-9e58-3b57-9734-f201766d4d75;03159116669;0;1;Dr.
8fe808d9-6742-3942-acfc-b78e2dc0ead2;Renard;Philippe;Lombardnec;Philippe.Renard@free.fr;03 68 45 64 25;5;fe6e7644-9e58-3b57-9734-f201766d4d75;62780430910;0;1;Dr.
5670356f-5750-3222-aa82-a7309199fe59;Lefevre;Thierry;Aubertnec;Thierry.Lefevre@dbmail.com;+33 (0)8 99 88 16 51;3;fe6e7644-9e58-3b57-9734-f201766d4d75;22917520162;0;1;Dr.
bf5fdb24-f530-32a1-ba6c-3f09a6d25566;Boulay;Gilles;Grondin;Gilles.Boulay@live.com;+33 (0)1 07 18 13 70;4;fe6e7644-9e58-3b57-9734-f201766d4d75;63476602372;0;1;Dr.
c10622c7-ac83-38f5-939c-54a5ebcb7cb5;Texier;Dominique;Allain;Dominique.Texier@gmail.com;07 63 13 89 05;2;9117850b-3116-3d4f-b346-1dfc23c26787;56377596657;0;1;Dr.
2da9d1c6-a17c-31f2-95a7-4f2f191326dc;Fouquet;Benoît;Diallo;Benot.Fouquet@yahoo.fr;+33 (0)7 72 16 32 79;3;9117850b-3116-3d4f-b346-1dfc23c26787;67958442974;0;1;Dr.
ac91e524-3538-3a24-bda2-68a98288960e;Perrin;Gérard;Guyon;Grard.Perrin@free.fr;+33 1 59 86 51 70;1;9117850b-3116-3d4f-b346-1dfc23c26787;36764694109;0;1;Dr.
62097b60-2085-3619-a92b-a23add366c7b;Joseph;Odette;Daniel-sur-Berger;Odette.Joseph@club-internet.fr;+33 6 62 80 46 16;3;9117850b-3116-3d4f-b346-1dfc23c26787;04388744434;0;1;Dr.
2a197d2d-6eee-3875-8e02-feb17faf62a0;Laroche;Thibaut;Pruvost-sur-Pierre;Thibaut.Laroche@dbmail.com;01 44 39 87 82;3;9117850b-3116-3d4f-b346-1dfc23c26787;97101951485;0;1;Dr.
35b16c74-40ee-3fe5-bea2-b0f525b0f245;Petit;Marcelle;Bouvetnec;Marcelle.Petit@sfr.fr;+33 (0)6 32 21 15 75;2;bee7989a-c204-3cf7-bbfc-42a9ce8456ea;30027264027;0;1;Dr.
f09cf264-8826-35b7-bbf3-af6561f3ba8f;Lenoir;Geneviève;Maillet;Genevive.Lenoir@noos.fr;06 94 39 69 52;2;bee7989a-c204-3cf7-bbfc-42a9ce8456ea;42066496182;0;1;Dr.
f3485799-f91d-35ef-9f76-6a02a041fefa;Faivre;Vincent;Begue;Vincent.Faivre@gmail.com;07 59 38 94 56;2;bee7989a-c204-3cf7-bbfc-42a9ce8456ea;16925387342;0;1;Dr.
23923a6b-909a-38e8-a7fe-50745ef4ac0f;Garcia;Emmanuel;Deschampsboeuf;Emmanuel.Garcia@sfr.fr;0964992966;3;bee7989a-c204-3cf7-bbfc-42a9ce8456ea;36191947034;0;1;Dr.
66faac60-5e42-313f-9d88-f4e16ddce694;Gimenez;Lorraine;Humbert-la-Forêt;Lorraine.Gimenez@sfr.fr;+33 4 17 88 99 57;2;bee7989a-c204-3cf7-bbfc-42a9ce8456ea;86688088201;0;1;Dr.
4b1f7ae9-f6d4-3dc2-9869-45b1f2849c49;Dupuy;Victor;ChartierBourg;Victor.Dupuy@tele2.fr;0581938382;4;bee7989a-c204-3cf7-bbfc-42a9ce8456ea;47630543897;0;1;Dr.
512e3f2d-b40f-336a-8bda-2b871d72691d;Coulon;Odette;Fischer;Odette.Coulon@gmail.com;0948740257;2;55ee31cb-9fb6-3513-b209-e2804d02c11e;56365936823;0;1;Dr.
d79364b7-87e2-3ad2-894e-fce97f7a1d83;Delannoy;Patrick;Marion;Patrick.Delannoy@gmail.com;04 24 84 91 18;2;55ee31cb-9fb6-3513-b209-e2804d02c11e;97696652457;0;1;Dr.
581b1a86-e5ac-3f81-9a98-f87aa0fbf718;Fabre;David;Thierry-sur-Breton;David.Fabre@laposte.net;+33 (0)1 85 87 66 91;5;55ee31cb-9fb6-3513-b209-e2804d02c11e;91575127827;0;1;Dr.
2e1c1158-c565-3780-aeed-2845063e415c;Dias;Noël;Le Goff;Nol.Dias@free.fr;+33 1 38 22 72 90;5;55ee31cb-9fb6-3513-b209-e2804d02c11e;16925897107;0;1;Dr.
d6021537-72b7-3289-bfe7-efa9b4281b73;Bertrand;Gilbert;Langloisboeuf;Gilbert.Bertrand@club-internet.fr;0169855824;2;55ee31cb-9fb6-3513-b209-e2804d02c11e;44377314396;0;1;Dr.
1e67bfd0-fd1a-362a-be57-6b212c76cfb6;Didier;Édith;Gregoire-sur-Gautier;dith.Didier@club-internet.fr;09 55 59 50 47;3;55ee31cb-9fb6-3513-b209-e2804d02c11e;55456346545;0;1;Dr.
